Name,Gender,Age,City,Tenure,ProductsNo,HasCard,ActiveMember,Credit,AccountBal,Salary,Exited
Tian Tian,Female,42,Beijing,5,2,0,0,779,4962.12,0,0
Mao Laoren,Male,47,Tianjin,4,1,1,1,607,15191.32,183056.3736,0
Qu Bo,Male,31,Beijing,3,1,1,1,676,23857.96,97157.8845,0
Zhong Guoren,Male,30,Beijing,9,2,0,0,526,19310.83,0,0
Lang Ping,Male,32,Beijing,2,2,0,0,786,15220.43,148156.452,0
Shuai Jile,Female,48,Tianjin,3,2,0,0,624,5739.97,150537.7074,0
Tan Anwen,Female,33,Beijing,0,1,0,1,786,29634.91,102134.3415,1
Zhao De,Female,70,Beijing,3,2,1,0,620,6376.72,108149.2752,1
Zhang De,Female,84,Beijing,8,1,0,0,408,36039.1,108084.2697,1
Er Shazi,Female,37,Beijing,7,2,1,0,655,2009.77,137578.9932,0
Zhao Lao,Male,46,Beijing,5,2,1,1,649,14712.54,0,0
Sheng Shiwu,Male,74,Beijing,9,1,0,1,841,11631.04,133001.7819,0
Shen De,Male,40,Beijing,5,2,1,1,512,28003.4,0,0
Mao Laoren,Female,34,Shanghai,6,2,0,1,832,28013.61,169973.8599,0
Wo Bai,Female,48,Beijing,8,1,1,0,652,14868.9,163955.6052,0
We Maoqian,Male,28,Tianjin,9,2,0,1,721,19369.2,190004.9142,1
Te kepa,Female,45,Tianjin,7,3,1,0,629,1762.43,159676.6197,1
We Po,Male,35,Shanghai,6,2,1,1,653,4562.94,143495.4408,0
Zhang Jia,Male,40,Beijing,7,2,0,1,494,30224.03,0,0
Zen Meban,Male,41,Shanghai,3,1,1,0,586,16014.08,78564.4788,0
Li Zhi,Female,39,Shanghai,5,2,1,0,838,2730.29,205082.7216,0
Cha Buduo,Male,41,Beijing,4,2,1,1,773,4765.75,0,0
Zhen Dema,Female,26,Beijing,4,2,0,0,790,18797.18,174145.5033,0
Qi Fei,Male,45,Tianjin,0,2,1,1,821,25196.66,167067.6159,0
Ni Bai,Male,28,Beijing,8,1,1,0,546,30450.15,0,0
Te Ke,Male,39,Shanghai,9,1,1,1,769,9124.81,0,0
Wo lIaobu,Female,27,Shanghai,6,2,1,1,600,32893.15,0,0
Jia Baoyu,Male,51,Beijing,7,2,0,1,652,8316.7,0,0
Tian Tian,Female,47,Beijing,1,1,1,0,754,5246.43,228181.8141,0
Shuai Jile,Female,29,Beijing,4,2,1,0,786,19765.35,0,0
Tian Tian,Male,54,Beijing,7,1,1,0,714,21563.55,155119.3344,0
Li Si,Female,25,Beijing,3,2,1,0,677,34342.05,0,0
Zhuan Ji,Female,40,Tianjin,2,1,1,1,779,10113.57,92828.3829,0
Er Shazi,Female,39,Beijing,1,1,0,1,520,20961.01,90396.5991,1
Qu Bo,Female,46,Beijing,8,2,1,0,646,25441.52,0,0
Shuai Jile,Male,35,Shanghai,1,2,0,0,630,35722.03,0,0
Wu Baige,Male,40,Beijing,0,1,1,1,515,31810.86,134737.0167,0
Shen De,Male,37,Shanghai,8,1,0,0,788,12622.04,174095.7375,0
Xue Qiao,Male,37,Tianjin,2,1,1,1,544,11005.53,98070.2493,0
Er Shazi,Female,45,Tianjin,3,2,1,1,549,18432.95,176792.8323,0
Zai Jian,Female,42,Beijing,6,1,1,1,670,12563.45,138170.3649,0
Shuai Jile,Male,71,Tianjin,1,2,1,1,666,21457.48,65206.3467,0
Qu Bo,Female,31,Beijing,7,2,1,1,508,1170.77,0,0
Bao Qiao,Female,44,Beijing,7,1,1,0,686,34752.8,67715.9526,0
Er Shiduo,Male,44,Beijing,3,1,1,0,640,17663.67,168692.8764,0
Hao Ya,Female,60,Beijing,6,1,1,0,590,16865.39,181734.6525,1
Cha Buduo,Male,34,Beijing,9,1,0,0,765,26439.8,112957.2468,0
La Ma,Male,50,Beijing,7,2,1,1,822,1924.05,0,0
We Maoqian,Male,36,Beijing,4,2,1,0,666,6443.88,147803.442,0
Hu Bao,Male,31,Beijing,9,1,0,1,579,26586.61,0,0
Lang Ping,Female,46,Beijing,2,2,1,1,649,12734.74,0,0
Lin Daiyu,Female,49,Tianjin,9,1,1,0,656,14296.6,119424.2301,1
Mao Xi,Female,36,Beijing,9,1,1,1,637,13863.24,205336.0524,0
Huang Jiangang,Male,32,Beijing,2,2,1,0,793,37058.82,0,1
Zhuan Ji,Male,26,Beijing,9,2,0,0,624,5971.57,91858.737,0
We Po,Male,49,Tianjin,1,1,1,0,768,19578.81,164063.1318,1
Cha Buduo,Male,36,Beijing,1,2,1,0,590,9345.47,0,0
Xiao Jian,Male,22,Beijing,8,1,1,1,523,23882.71,151750.5858,0
Shei Shiwo,Female,39,Shanghai,2,1,1,1,718,9969.11,0,0
Li Si,Male,61,Shanghai,0,2,1,1,846,18394.34,0,0
Zhang Ming,Male,32,Shanghai,2,1,0,1,542,30542.55,162293.5062,0
Sheng Shiwu,Male,25,Shanghai,5,1,1,1,730,10766.25,205884.5463,0
Tian Tian,Male,59,Beijing,5,1,1,1,622,11554.38,146837.8551,0
Xiao Jian,Female,37,Beijing,2,2,1,0,641,753.32,0,0
Ping Shide,Male,38,Shanghai,7,2,0,0,735,17873.6,105942.0033,0
Zen Meban,Female,32,Beijing,2,1,0,1,659,29381.04,191368.5783,0
Xue Qiao,Male,36,Beijing,8,1,1,0,589,5154.05,140755.6281,0
Tan Anwen,Male,47,Shanghai,1,2,1,0,828,15986.89,135148.4886,1
San Shaneshi,Female,31,Shanghai,8,2,1,0,625,29033.18,0,0
Yi zhi,Female,26,Tianjin,3,1,1,1,581,35281.07,129272.3235,1
Wei Sansi,Male,36,Tianjin,3,2,1,1,599,7709.04,158621.0583,0
Xue Baochai,Female,37,Tianjin,0,1,1,1,751,20900.43,185999.3454,0
Jia Shi,Female,47,Shanghai,6,1,1,0,525,15778.7,145828.8,1
Fei Xing,Female,28,Beijing,6,1,0,1,672,1685.4,0,0
Te kepa,Male,40,Beijing,10,1,1,1,555,20214.16,172114.1214,0
Kong Pi,Female,48,Beijing,3,1,1,1,641,30106.8,181229.9589,1
Mao Laoren,Male,33,Tianjin,8,2,1,0,562,258.93,113970.816,0
Wo Shishei,Male,39,Beijing,1,2,1,1,716,14622.57,86908.8603,0
Te Ke,Male,49,Beijing,1,2,1,1,508,25328.63,115395.4143,1
Tian Tian,Male,34,Shanghai,10,1,1,0,671,26866.13,188632.8246,0
Shei Zhidao,Female,30,Beijing,5,2,0,1,826,30095.13,0,0
Mao Xi,Male,38,Beijing,3,2,1,1,809,15308.08,0,0
Kan Jian,Male,34,Beijing,7,1,0,0,565,14262.68,0,0
Kong Pi,Female,56,Tianjin,6,2,1,0,642,27351.76,126991.1778,1
Zhao Lao,Male,37,Tianjin,9,2,1,0,486,27723.77,141718.1277,0
San Shaneshi,Male,34,Shanghai,5,1,0,0,586,3835.29,206755.6323,0
Ba Qiu,Female,45,Shanghai,1,1,0,0,589,24080.15,0,1
Si Shi,Male,51,Tianjin,3,1,1,1,745,5530.06,121996.197,0
Zhen Haowao,Female,74,Tianjin,3,2,1,1,697,3144.51,132927.7728,0
Dao Lema,Female,35,Tianjin,3,2,1,1,650,4681.1,204158.3889,0
Li Si,Male,54,Beijing,6,1,1,1,617,8666.39,125634.537,0
Wo Bai,Female,34,Beijing,1,1,0,0,807,21883,0,0
Shei Shiwo,Male,35,Beijing,7,1,1,0,725,28777.71,93376.3725,0
Zhao Wei,Male,33,Tianjin,3,2,1,1,584,33967.75,108623.1204,0
Er Shazi,Male,31,Shanghai,1,1,0,0,569,27825.66,141950.5731,0
Zhen Haowao,Male,45,Beijing,5,1,1,0,511,36933.12,84101.5821,1
Shuai Jile,Female,57,Beijing,9,2,1,1,477,13607.48,140249.0772,1
Wei Sansi,Male,33,Shanghai,2,2,1,1,716,17766.06,0,0
Ren Shi,Female,42,Shanghai,1,2,1,1,729,28591.96,0,0
Jia Shi,Female,44,Beijing,10,2,1,0,751,32626.09,0,0
Wo lIaobu,Male,40,Shanghai,4,1,1,0,741,25843.93,128884.6029,1
Mao Xi,Male,35,Beijing,4,1,1,0,647,16044.05,152226.8664,0
Li Si,Female,25,Beijing,7,2,1,0,718,5808.81,0,0
Hu Bao,Male,47,Beijing,5,2,1,0,584,17071.94,0,0
Er Shiduo,Male,34,Beijing,1,1,1,1,561,2322.79,96960.3219,0
Jia Shuji,Female,51,Tianjin,2,2,0,1,699,17465.78,113462.7522,0
Dao Lema,Female,58,Beijing,4,1,1,1,777,11940.54,0,1
Guo Hechai,Male,37,Tianjin,1,1,1,0,578,38131.58,166850.5824,0
Kong Pi,Male,32,Shanghai,3,2,1,1,659,19582.56,132340.7553,0
Shei Shiwo,Male,34,Beijing,1,2,0,1,571,35574.02,122169.7992,0
Cuo De,Male,41,Tianjin,7,1,1,0,778,12110.36,171838.7613,0
Ren Gui,Male,38,Shanghai,8,2,0,0,569,15223.47,0,0
Ye Xu,Male,26,Beijing,0,2,1,0,688,20226.54,0,0
Li Hong,Female,28,Tianjin,1,1,0,0,668,21846.68,153148.5423,0
Mao Laoren,Male,26,Tianjin,4,2,1,0,729,7525.12,119639.763,0
We Po,Male,49,Tianjin,5,1,1,1,561,5103.5,116547.42,0
Zheng Nengliang,Male,48,Tianjin,8,2,1,1,477,30198.34,158977.5,0
Ke Lian,Female,38,Beijing,3,2,0,1,722,32119.44,0,0
San Shaneshi,Male,43,Shanghai,6,1,1,0,542,17121.08,139688.5662,0
Zhi Fen,Female,36,Shanghai,2,2,1,0,704,29070.68,215877.054,0
Mao Laoren,Female,29,Shanghai,6,2,0,0,671,2303.76,0,0
Wu Shangui,Male,45,Tianjin,3,2,1,0,728,16118.62,133976.9259,1
Qiu Deba,Male,52,Shanghai,3,4,1,0,439,38025.72,118321.3752,1
Zhen Dema,Male,40,Beijing,5,2,1,0,666,28274.96,0,0
Na De,Female,41,Tianjin,2,1,1,0,687,30288.38,189428.8683,0
Qiu Ba,Male,35,Shanghai,9,2,0,0,680,27490.26,0,0
Zai Jian,Female,36,Tianjin,3,1,1,0,850,33314.54,207901.7709,0
Zhen Haowao,Female,46,Tianjin,8,1,1,0,489,28149.7,113233.8738,1
Qi Moamao,Female,33,Beijing,7,1,1,0,850,35178.55,145145.2398,0
Kan Jian,Male,42,Beijing,1,2,0,0,553,4554.88,0,0
Qi Hui,Male,35,Shanghai,8,2,1,0,675,5556.83,0,0
Te kepa,Female,48,Tianjin,3,2,1,1,593,16424.93,164700.8376,1
Chen De,Female,43,Shanghai,5,2,0,0,595,20105.12,0,0
Cuo De,Female,54,Shanghai,1,1,0,0,662,21308.35,231236.4945,1
Xue Baochai,Female,35,Beijing,8,2,0,1,580,1980.31,0,0
Wu Shangui,Male,66,Shanghai,9,2,1,1,514,2721.66,0,0
Jia Shi,Male,39,Shanghai,3,1,1,1,694,18283.94,0,0
San Shaneshi,Male,44,Tianjin,3,2,0,1,850,35618.64,172684.1895,0
De Daogao,Female,30,Shanghai,4,2,0,0,520,27755.44,178624.2777,0
Zhuan Ji,Female,45,Shanghai,3,3,1,0,495,25845.07,109665.4962,1
Qiu Liwei,Female,32,Tianjin,1,1,0,1,661,10829.11,179555.6829,0
Zhang Jie,Female,40,Beijing,9,1,1,1,734,2447.27,217605.204,0
Wo Shishei,Male,55,Shanghai,9,1,1,1,650,5709.58,147130.6566,0
Zai Jian,Male,50,Shanghai,8,1,0,1,671,489.5,0,0
Zhen Dema,Female,28,Shanghai,3,1,1,0,749,651.75,0,0
Guan Yu,Female,32,Shanghai,10,1,0,1,763,15546.86,117039.1371,0
Ye Xu,Male,42,Beijing,7,1,1,1,613,15167.03,141543.5538,0
Hao Ya,Male,30,Shanghai,1,1,1,1,537,18461.83,126859.9491,0
Guan Yu,Male,35,Tianjin,3,1,1,0,588,18068.6,128358.3474,0
Hu Bao,Male,39,Tianjin,1,2,1,1,413,30380.83,161092.8171,0
Bao Qiao,Male,42,Beijing,2,2,0,1,749,35476.73,69774.0009,0
Cha Buduo,Female,48,Shanghai,3,1,0,1,553,5875.89,0,1
Zhi Fen,Female,38,Tianjin,1,1,1,0,580,24082.95,157708.7181,1
Yu Laoren,Male,39,Beijing,3,1,1,1,669,32806.03,146925.9969,0
Yi Baoduo,Male,76,Tianjin,6,1,1,1,612,36595.26,118285.2624,0
Xue Qiao,Female,51,Tianjin,9,2,1,1,628,13606.08,191761.6986,0
Wo Bai,Male,38,Beijing,6,2,1,1,652,27858.55,0,0
Zhao Hu,Male,34,Beijing,6,1,0,1,850,10094.89,0,0
Zheng Nengliang,Male,38,Shanghai,3,1,1,1,592,2467.66,0,1
Ke Lian,Female,35,Beijing,1,2,1,1,614,639.12,0,0
Wo Shishei,Female,44,Beijing,2,1,0,1,626,33100.8,0,1
Zhao Hu,Male,41,Beijing,4,2,1,0,635,37045.22,127360.2024,0
Zhi Fen,Female,21,Beijing,7,1,1,1,613,6990.53,129922.3785,0
Ji Leyuan,Male,35,Tianjin,8,1,1,0,661,16573.32,152641.2042,0
Cuo De,Male,35,Beijing,6,2,1,1,605,8643.7,0,0
Da Chishi,Male,43,Shanghai,6,1,1,1,760,30083.61,216154.665,0
Zen Meban,Female,40,Beijing,8,2,0,1,652,20626.42,103800.684,0
Er Shazi,Female,36,Shanghai,10,1,1,1,568,10341.07,188941.0503,1
Si Shi,Female,22,Shanghai,9,1,1,1,588,31268.59,82629.1737,1
Qi Hui,Male,52,Shanghai,4,1,1,1,782,10087.91,0,1
Xue Qiao,Male,27,Beijing,4,2,0,0,696,37497.39,107793.8298,0
Hao Ya,Male,30,Shanghai,6,1,1,1,554,34357.37,166505.2476,1
San Shaneshi,Female,48,Tianjin,1,2,1,0,588,6038.39,176233.8834,1
Da Chishi,Female,57,Shanghai,3,2,1,1,705,6526.6,0,0
Qi Moamao,Male,32,Beijing,9,2,0,1,684,12925.37,123306.7743,0
Da Chishi,Female,42,Beijing,0,1,0,1,682,17587.35,0,1
Wo Bai,Male,40,Tianjin,2,2,1,1,796,8874.77,139270.9074,0
Hu Bao,Male,41,Tianjin,2,2,1,0,466,34776.2,187085.6814,0
Hu Ying,Male,32,Beijing,6,2,1,0,620,10734.05,0,0
Huang Zuihao,Male,43,Shanghai,4,2,1,0,685,8404.74,119792.3814,0
Guo Hechai,Female,34,Beijing,3,2,1,0,686,28259.01,152484.9573,0
Li Hong,Female,39,Shanghai,4,1,1,1,684,23061.58,171860.397,0
Fei Xing,Female,27,Beijing,2,2,0,1,677,21928.47,0,0
Xiao Jian,Female,37,Beijing,9,1,0,0,850,19139.78,0,0
Zhi Fen,Female,33,Beijing,8,2,0,1,708,2915.26,0,0
Chen De,Female,35,Tianjin,5,1,1,0,717,32920.21,126954.0933,0
Da Chishi,Male,56,Tianjin,1,1,0,0,850,29799.31,208784.9109,1
Wo Bai,Male,48,Tianjin,1,1,0,1,640,26002.97,137267.1636,0
Zhang San,Male,39,Beijing,4,2,1,0,683,32833.04,0,0
Zhang De,Female,48,Beijing,0,1,1,0,530,16267.89,0,0
De Daogao,Female,36,Shanghai,3,2,0,0,653,21133,0,0
Wo Shishei,Female,43,Beijing,4,2,1,1,680,11235.43,0,0
Qi Lai,Male,40,Beijing,7,1,1,0,664,23341,154498.7256,0
Jia Shuji,Female,53,Beijing,2,1,1,1,604,9216.37,149309.4294,1
Li Si,Male,28,Beijing,7,2,1,0,651,157.54,0,0
Di Shioing,Female,40,Shanghai,1,2,1,1,577,20800.57,0,0
Zhang Ming,Male,33,Tianjin,9,2,0,0,667,130.66,153225.1959,0
Wu Zhihui,Female,55,Beijing,0,3,0,0,619,11627.27,0,1
Jia Baoyu,Male,37,Shanghai,1,1,1,0,636,10035.18,141618.8298,0
Qi Fei,Male,40,Beijing,9,1,1,1,667,18483.78,0,0
Zhao Lao,Male,35,Tianjin,8,2,1,0,583,8058.04,184494.7356,0
Qi Moamao,Female,35,Beijing,3,1,1,1,774,4665.46,149344.9026,0
Te kepa,Female,41,Beijing,9,1,0,0,678,2516.25,0,0
Ke Lian,Male,40,Beijing,1,2,1,0,707,2694.14,0,1
Shuai Jile,Male,40,Tianjin,4,2,1,0,740,24729.19,140612.0994,1
Mao Xi,Male,38,Shanghai,4,2,1,0,662,26053.47,0,0
Wo Shishei,Male,41,Tianjin,10,1,1,1,849,37872.3,104085.2199,0
Zen Meban,Male,44,Tianjin,9,1,1,0,576,22764.18,147022.5396,1
Kong Pi,Female,45,Tianjin,7,2,1,0,767,5091.56,163277.826,1
Tian Tian,Female,45,Tianjin,2,2,1,1,737,15038.42,121978.6941,0
Jiu Zheyang,Male,31,Beijing,2,2,1,1,573,17582.67,0,0
Xue Qiao,Female,34,Beijing,5,2,1,0,730,18523.04,91262.7774,0
Guan Yu,Female,41,Beijing,0,2,1,0,681,33598.91,148275.6267,0
Jiu Zheyang,Female,44,Beijing,1,1,0,1,718,26586.85,164655.4506,0
Da Chishi,Female,44,Beijing,1,2,0,1,565,17132.46,0,0
Zhen dema,Male,30,Beijing,3,1,1,1,618,6005.14,164628.3906,0
De Daogao,Male,29,Beijing,7,2,1,1,747,27094.91,0,0
Xiao Jian,Male,34,Beijing,8,2,1,1,599,33307.2,0,0
La Ma,Male,40,Tianjin,3,2,1,1,713,16693.72,140769.6132,0
Li Hong,Female,39,Tianjin,3,1,1,1,637,16900.82,134929.0443,1
Zhang Ming,Female,41,Tianjin,9,3,1,1,693,35932.96,223197.6204,1
Te kepa,Female,30,Shanghai,8,2,1,1,538,7876.28,0,0
Lang Ping,Male,34,Beijing,5,1,0,0,489,8325.16,0,0
Jia Shi,Male,33,Beijing,5,1,0,1,602,34553.74,202586.3874,1
Er Shiduo,Female,47,Beijing,6,1,0,0,516,23205.63,134546.4159,0
Qi Moamao,Male,27,Beijing,9,2,1,0,605,37876.06,0,0
Jia Baoyu,Male,33,Beijing,5,2,1,0,474,34788.81,0,1
Yi Baoduo,Female,32,Tianjin,0,2,1,1,683,35985.38,169950.453,0
Shuai Jile,Female,39,Tianjin,7,2,1,1,718,36471.58,114572.9502,0
Hu Bao,Female,44,Shanghai,3,1,1,0,783,31398.38,100628.4033,1
Wang Qiang,Male,34,Tianjin,8,2,1,1,477,36305.13,172150.2465,0
Jia Shuji,Female,52,Beijing,8,1,1,0,649,8003.52,60409.9125,0
Lin Daiyu,Female,26,Beijing,1,2,1,0,678,8689.04,0,0
Wo lIaobu,Female,21,Beijing,8,1,1,0,675,3480.49,120999.1098,0
Tian Tian,Male,35,Tianjin,4,1,1,0,745,25548.26,120872.5182,0
Qi Moamao,Male,35,Shanghai,7,1,0,0,850,24159.8,135730.2786,0
Kong Pi,Female,39,Beijing,4,1,1,1,642,14688.57,0,0
Wo Bai,Male,32,Beijing,9,1,0,1,659,35860.65,117313.8699,0
Zhang Jia,Female,44,Shanghai,2,2,0,0,712,8745.49,0,0
Ni Bai,Female,41,Beijing,4,1,1,0,730,24521.37,206080.7436,0
Wu Zhihui,Female,33,Beijing,1,1,0,0,507,27325.42,139546.7718,0
Ni Bai,Female,34,Beijing,2,2,1,1,850,32831.1,0,0
Ni Bai,Female,28,Tianjin,10,2,1,1,751,8915.95,163506.5322,0
Dou Bai,Male,55,Beijing,10,1,1,0,640,187.12,162896.6982,0
Wo lIaobu,Female,31,Tianjin,6,2,1,0,671,27833.14,130213.458,0
Yi Baoduo,Female,46,Beijing,4,3,1,0,646,17830.09,0,1
Xue Qiao,Female,46,Tianjin,5,2,1,0,640,29804.21,132813.432,0
Zai Jian,Female,37,Shanghai,1,1,1,0,783,37837.6,168128.2818,0
Ren Shi,Female,41,Shanghai,4,1,1,0,782,25419.47,0,0
Dou Bai,Female,35,Shanghai,1,2,1,0,709,2423.45,137547.5421,0
Jia Shuji,Male,37,Shanghai,3,2,0,0,474,10932.18,0,0
Kong Pi,Male,38,Beijing,1,2,0,1,694,29992,0,0
Fei Xing,Male,28,Tianjin,1,1,1,1,702,7709.72,126731.6109,0
Zhang Ming,Female,72,Beijing,8,2,1,1,677,29369.87,0,0
Cha Buduo,Male,44,Beijing,7,2,0,0,737,11070.47,0,0
Da Chishi,Male,32,Tianjin,4,1,0,1,696,10002.81,103838.5926,0
Fei Xing,Female,61,Beijing,7,1,1,0,687,25106.18,99062.4288,1
Zhao Lao,Female,46,Beijing,4,2,1,1,557,22252.06,118292.9991,0
Wo Shishei,Female,40,Shanghai,10,1,0,1,656,29041.52,206490.555,0
Zhang Ming,Male,32,Beijing,3,2,1,1,657,13982.33,146159.7069,0
Xiao Jian,Female,52,Tianjin,3,1,1,0,841,16351.12,138231.1269,1
San Shaneshi,Female,33,Beijing,6,2,1,0,761,28447.3,169806.1617,0
Te Ke,Female,35,Shanghai,0,2,0,0,677,14653.41,0,0
Zhao De,Female,48,Shanghai,6,1,1,1,470,22365.4,172908.6153,0
Qi Fei,Male,26,Beijing,9,2,1,1,622,29299.73,0,0
Zhang Jie,Male,66,Shanghai,8,2,1,1,554,22322.68,0,0
Kong Pi,Female,34,Shanghai,8,1,1,0,643,12499.97,144465.3081,0
Tian Ci,Female,44,Tianjin,4,2,1,0,595,27524.32,118760.8296,1
Ren Gui,Male,44,Tianjin,7,1,1,0,458,34157.3,103795.4811,0
Zhang Jia,Female,41,Shanghai,5,2,1,0,838,15547.51,0,0
Jiu Zheyang,Female,43,Tianjin,7,1,1,1,705,19714.78,98368.6965,0
Er Shazi,Male,35,Beijing,4,1,1,1,642,17547.89,154335.8613,0
We Maoqian,Female,43,Tianjin,7,1,0,1,616,22038.72,118060.5783,1
Ren Shi,Male,66,Tianjin,8,2,1,1,537,24983.7,127048.2375,0
Hao Ya,Male,28,Beijing,5,2,1,1,591,9293.86,0,0
Zhang San,Male,66,Tianjin,6,2,1,1,749,37367.09,224514.6429,0
Si Shi,Male,32,Beijing,7,2,1,1,668,148.63,0,0
Zhao De,Male,45,Beijing,7,1,1,1,674,19616.04,178213.6914,1
Wu Shangui,Female,30,Tianjin,2,2,1,1,621,31597.95,124247.3184,0
Yu Laoren,Female,47,Tianjin,1,1,0,0,687,30371.98,112199.7267,1
Dou Bai,Female,37,Beijing,8,2,1,1,503,18717.65,0,0
Zhen Dema,Male,56,Beijing,9,2,1,1,744,32408.91,0,0
Shuai Jile,Female,38,Tianjin,4,2,1,0,578,33788.25,139175.0412,1
Lin Daiyu,Male,37,Beijing,4,2,0,0,501,2384.37,0,0
Da Chishi,Female,40,Tianjin,5,1,0,0,848,30373.6,182649.6372,0
Hao Ya,Female,38,Tianjin,6,2,0,0,775,29277.73,221260.2843,0
Li Zhi,Female,57,Tianjin,8,3,1,0,834,26811.69,138106.368,1
Sheng Shiwu,Male,36,Beijing,6,2,1,0,562,6280.17,0,0
Dao Lema,Male,47,Shanghai,5,1,1,0,583,17726.21,126151.5429,0
Xue Qiao,Female,22,Shanghai,5,1,1,0,637,23492.45,121524,0
Qi Moamao,Male,43,Shanghai,2,2,0,0,567,33385.53,142241.6034,0
Zhang San,Male,23,Beijing,8,1,1,1,616,11994.84,89928.9285,0
Yi Baoduo,Female,23,Beijing,9,1,1,1,665,22016.69,176717.667,0
Li Zhi,Female,34,Tianjin,10,1,1,0,651,12693.96,183223.8258,1
Tan Anwen,Male,33,Beijing,4,2,1,1,643,29252.78,0,0
Li Si,Male,31,Tianjin,2,2,1,0,690,10590.3,168830.3535,0
Yu Laoren,Male,39,Beijing,5,2,0,0,567,32222.12,0,0
Huang Zuihao,Female,40,Tianjin,9,1,1,0,521,3457.37,165440.8794,0
Ji Leyuan,Male,37,Beijing,9,2,0,1,714,28925.61,182614.3239,0
Di Shioing,Male,32,Beijing,4,2,1,1,787,2531.34,0,0
Shei Zhidao,Male,24,Beijing,8,2,0,0,646,17708,0,0
Zhen dema,Male,33,Tianjin,8,1,0,0,809,38088.56,182108.5602,0
Hu Bao,Male,45,Shanghai,7,1,1,0,520,6291.38,131638.3269,0
Kan Jian,Male,42,Beijing,9,1,1,0,432,21083.21,187702.2435,1
Zhao Wei,Female,33,Tianjin,4,1,0,0,718,16939.34,86765.5038,0
Na De,Male,52,Tianjin,1,2,0,1,627,33888.78,93605.2263,0
Shei Zhidao,Female,45,Beijing,1,2,1,1,610,38175.42,0,0
Jia Shi,Female,31,Shanghai,10,2,0,0,727,14648.95,119306.4207,0
Chen De,Female,38,Tianjin,5,1,1,1,593,23915.8,105320.718,0
Zhao Lao,Female,42,Beijing,7,1,0,0,638,6293.74,203786.3016,0
Na De,Female,35,Shanghai,8,1,1,0,527,18744.07,0,1
Wang Qiang,Male,40,Beijing,3,1,0,0,748,32794.61,117215.4453,0
Si Shi,Male,52,Beijing,4,1,1,1,714,35712.28,123929.4618,0
Tian Tian,Female,40,Tianjin,2,2,0,0,590,17628.69,144698.9589,0
Guo Hechai,Male,46,Tianjin,1,2,1,0,646,8612.1,210116.6565,0
Ke Lian,Male,22,Shanghai,8,2,0,0,710,19052.58,0,0
Qu Bo,Male,25,Beijing,4,2,1,0,683,29196.6,0,0
Ni Bai,Female,45,Tianjin,1,2,1,0,778,33371.17,199445.0166,0
Zhen Dema,Female,39,Beijing,5,1,1,0,574,19774.74,146387.0478,0
Lang Ping,Female,38,Tianjin,4,1,1,0,798,30047.34,158737.8099,0
Bao Qiao,Male,24,Beijing,8,1,1,1,546,23973.42,192280.2174,0
Wang Qiang,Female,38,Tianjin,5,2,1,0,771,13955.18,169318.9833,0
We Po,Male,24,Tianjin,6,2,1,0,497,10680.54,137476.0422,0
Zhang San,Male,39,Beijing,1,2,1,0,675,29279,0,0
Zhao Lao,Male,29,Shanghai,3,2,1,1,790,36286.35,56651.2908,0
Ye Xu,Male,28,Beijing,3,1,1,0,537,16617.87,194145.7461,0
Tan Anwen,Male,30,Tianjin,6,1,1,0,729,27745.95,78313.3866,0
Huang Jiangang,Female,27,Shanghai,5,1,0,0,607,1459.13,124121.9937,0
Ke Lian,Male,36,Beijing,1,1,1,1,606,36785.37,191456.2158,1
Jia Shi,Female,26,Beijing,1,1,0,0,577,23605.08,222052.5273,0
Zhao Lao,Female,36,Beijing,5,1,0,1,466,15411.85,147034.3845,0
Li Si,Male,31,Beijing,5,2,1,0,584,6018.02,0,0
Zhang Jia,Female,42,Beijing,1,1,1,1,542,34083.47,0,1
Si Shiba,Female,40,Beijing,1,1,1,0,575,34664.31,171624.7782,0
Na De,Male,52,Beijing,1,1,0,0,530,21024.93,131269.6344,1
Xue Baochai,Female,35,Tianjin,9,1,1,0,842,9219.49,147536.1507,1
Zhang De,Male,46,Tianjin,9,1,1,1,599,5997.72,151837.0056,1
Zhao Hu,Female,23,Tianjin,4,1,0,1,630,33378.69,169696.3473,0
Ren Gui,Female,36,Shanghai,1,2,1,0,641,19506.95,0,0
Ni Bai,Female,32,Tianjin,1,1,0,1,502,23473.03,213209.2209,0
Huang Zuihao,Female,62,Tianjin,5,3,0,1,564,3491.58,141365.5605,1
Yi Baoduo,Female,40,Shanghai,1,2,1,0,687,1569.28,0,0
La Ma,Male,39,Shanghai,2,2,1,0,540,15677.99,0,0
Ren Shi,Female,39,Shanghai,9,1,0,0,698,17249.02,199252.4847,0
We Maoqian,Male,26,Tianjin,9,1,1,0,711,3682.99,158416.1649,0
Er Shiduo,Male,29,Shanghai,9,2,1,0,714,24702.2,0,0
Te Ke,Female,40,Shanghai,3,1,1,0,632,27131.3,134980.9626,0
Jia Shi,Male,39,Shanghai,9,2,0,1,622,19285.34,0,0
Shei Shiwo,Female,41,Tianjin,2,2,0,0,845,38195.27,100532.5002,0
Jia Shi,Female,35,Tianjin,2,1,1,1,627,32938.66,169559.1408,1
Wo Shishei,Male,30,Beijing,2,1,0,1,671,19513.93,0,0
Zheng Nengliang,Female,55,Tianjin,4,2,1,0,499,23569.73,155985.7095,0
Zhang San,Male,50,Tianjin,9,1,1,0,805,12043.94,159928.7574,1
